Id,Probability
1,0.0033525242
2,0.045234
3,0.0016191046
4,2.397179e-06
5,5.65869e-05
6,0.015567563
7,0.018466966
8,2.9640756e-05
9,5.7491125e-05
10,8.628841e-06
11,5.7791356e-05
12,3.7783998e-10
13,4.9555054e-13
14,0.0022841776
15,3.2917407e-05
16,9.919494e-12
17,0.0006087205
18,0.001401202
19,4.7743914e-08
20,0.008881507
21,0.0014939557
22,0.0024005088
23,0.14304629
24,8.430692e-06
25,2.2396636e-08
26,0.00062444
27,0.0024728314
28,2.6376905e-05
29,1.7026442e-08
30,0.00241412
31,0.02222938
32,0.00011342522
33,0.00045483094
34,3.3180334e-07
35,0.0006916074
36,0.066153124
37,0.004645128
38,0.0090721175
39,0.00018850084
40,0.045593496
41,0.0049104947
42,5.4824775e-15
43,4.2155076e-08
44,0.032817025
45,0.0024967787
46,0.015016158
47,0.31256893
48,0.00061110326
49,0.008363317
50,5.5304e-08
51,5.789368e-07
52,0.0062797265
53,0.0023434767
54,1.6808895e-05
55,0.0013011557
56,0.009255775
57,0.17930686
58,0.014233327
59,0.00601166
60,0.0008851409
61,0.0004261329
62,0.00051643525
63,0.37573785
64,1.1321213e-07
65,3.7115653e-06
66,0.08350885
67,0.00068913586
68,1.3543996e-07
69,0.0038112088
70,3.5188186e-06
71,0.0028579782
72,0.00016401209
73,0.0005817819
74,0.011263301
75,0.00016640873
76,0.00046877874
77,0.0003803961
78,0.0007890874
79,4.7548015e-14
80,0.0014634236
81,0.041581184
82,0.026485711
83,4.7870566e-12
84,2.905649e-10
85,0.01979149
86,0.056040116
87,0.009140184
88,0.0012953614
89,0.03158456
90,2.0957697e-05
91,0.050900698
92,1.2474102e-05
93,0.9806756
94,0.0006051897
95,0.002243427
96,7.2581047e-06
97,0.002136692
98,0.14209232
99,0.0002573495
100,0.00013754916
101,7.2488576e-05
102,0.0012132945
103,1.7567329e-07
104,0.020244692
105,9.7326316e-05
106,0.005037798
107,0.78602415
108,2.5413856e-05
109,0.00034512585
110,0.0020758316
111,0.0038082425
112,0.001951984
113,1.0607503e-20
114,6.029551e-07
115,0.257432
116,6.1646115e-06
117,0.0036203437
118,0.0008143008
119,0.0048761074
120,0.0047562085
121,6.614531e-06
122,0.003775862
123,0.0015235055
124,0.0018931691
125,0.0027701987
126,0.00022907123
127,0.00049368973
128,0.0033162911
129,1.2836011e-06
130,0.019720677
131,0.9658898
132,2.1926835e-05
133,1.4010891e-11
134,0.021926677
135,0.08564319
136,0.00013697482
137,0.99911356
138,0.20311198
139,4.9624094e-07
140,0.66248715
141,0.009577769
142,0.022757437
143,2.907238e-15
144,1.0903637e-08
145,0.0017719943
146,0.0008318154
147,4.8056927e-06
148,0.68199843
149,0.014664792
150,6.1342877e-07
151,0.3554017
152,0.11825061
153,0.0019383924
154,0.6705259
155,0.018752856
156,0.0053289896
157,0.098732606
158,6.790934e-05
159,0.06408933
160,0.00113854
161,0.05280687
162,1.611197e-06
163,0.0013629339
164,0.008850128
165,0.00031440562
166,0.0007032466
167,6.745696e-07
168,0.0029444655
169,7.4574076e-05
170,3.5734583e-06
171,0.0045933295
172,7.7958046e-10
173,0.015973987
174,1.7908136e-34
175,0.018396365
176,0.036316358
177,0.0005109264
178,0.08248966
179,0.8583694
180,0.7045106
181,0.6399175
182,0.00013593366
183,0.00085653056
184,0.009192169
185,0.4027845
186,0.0029952002
187,0.0034887844
188,0.009582547
189,0.00016135506
190,0.010630372
191,1.3254426e-06
192,0.00016698221
193,0.0007668333
194,0.000876714
195,0.00040794688
196,0.00020847064
197,0.08248073
198,0.00014103767
199,0.0087969825
200,0.04958971
201,0.00016620607
202,7.2142493e-06
203,0.000939605
204,0.00081741466
205,0.011634381
206,0.02987885
207,0.048739377
208,2.431431e-10
209,0.0050881724
210,0.045810133
211,0.1815564
212,0.0052497666
213,0.029935673
214,0.0029026142
215,5.2420464e-06
