"Id","y"
1,2003.00821401037
2,1999.23483619461
3,1997.5343132026
4,2001.67628645397
5,2007.05918872859
6,1997.27837107632
7,2008.15580017195
8,2001.30083503796
9,2007.81844964309
10,2001.97531609879
11,2000.98529647205
12,1997.67324725356
13,2004.97633137453
14,2006.54298807593
15,2003.96130345498
16,1998.26665642894
17,1996.39574678705
18,1998.18367851521
19,2001.1380524462
20,2002.4048825065
21,1995.73442140773
22,2001.17783653619
23,2004.51170304691
24,1994.72186282555
25,2000.05858356983
26,2008.65311833056
27,1998.65607715008
28,2005.8834163198
29,1996.25197177465
30,1998.81692095296
31,1996.92236236162
32,2005.04448360611
33,2003.54189491229
34,2007.12003415172
35,1999.15081592223
36,2007.5938619486
37,2007.1297806459
38,2000.72402723568
39,1997.75096106805
40,2000.04014094183
41,2001.96802131708
42,2002.1729825765
43,2005.6126194544
44,2000.55271472396
45,1998.12639297048
46,2009.6187499655
47,1995.58171125559
48,2002.35411356599
49,2006.83819012651
50,1997.03863612051
51,2003.92120525056
52,2002.03183806157
53,2005.55596173785
54,2005.6783594242
55,2003.12901870919
56,2003.10788116741
57,1999.93639482241
58,1995.63667517727
59,1999.21656676364
60,2002.00464935434
61,2002.12653662865
62,2002.80173584527
63,1999.94877036404
64,1995.27949086755
65,2005.45142616242
66,1997.07315727351
67,2004.09607830982
68,2008.20313369215
69,1999.36429452241
70,1993.98484576172
71,2001.31492419891
72,1998.83760979971
73,1999.23674174456
74,2005.06669848859
75,1998.30861624281
76,2005.94418211489
77,2001.9537330806
78,1999.12047469121
79,2000.85315843357
80,2007.99318716818
81,2000.3583646857
82,2006.87804839363
83,2006.22931200684
84,2002.42464986488
85,2004.39123141125
86,2004.66385224829
87,2004.03230189751
88,2002.41499960909
89,1995.75129767589
90,2010.72674010873
91,2003.01366650449
92,1996.29897773225
93,2006.91933199597
94,2005.26766393206
95,2000.01819914404
96,1994.54491539711
97,1998.58838550716
98,1994.70590544147
99,2005.66991856902
100,2004.88093509539
101,1999.29248730788
102,2002.25850399653
103,2005.62443303381
104,2005.33994360028
105,1996.06443839187
106,2005.11866943895
107,2003.0379993197
108,2001.39152243076
109,1999.73102216328
110,1997.69647462941
111,2002.47086126862
112,1993.74538624029
113,2006.80378705262
114,2008.48291696722
115,2001.12204869012
116,2006.69463323894
117,2006.04398477221
118,2001.5213329534
119,2002.03444631859
120,1996.47960293395
121,2004.15840411212
122,1996.38880432516
123,2008.05023745532
124,2006.57585547219
125,1996.57718595415
126,1997.34616615952
127,2001.54468826174
128,2000.53072165457
129,1999.63111361122
130,2001.22192531035
131,1998.37015070556
132,1999.91297901573
133,1996.54036228907
134,1999.78202312361
135,2003.95776029573
136,2004.69193349721
137,1996.86522236762
138,1999.16611913414
139,2000.44262828877
140,1998.20585110296
141,1998.23430515151
142,2000.30755390247
143,1996.74643146763
144,1997.35451910785
145,1998.92100730365
146,2001.02227165724
147,2002.65309394026
148,2003.80240744692
149,1998.28222686368
150,2002.44172271288
151,2001.66270178861
152,2000.99452628659
153,2004.18275192992
154,2002.66932648706
155,2003.21599424787
156,2005.86969619409
157,1998.46679562858
158,1998.47205100692
159,1997.17424752363
160,2002.2462159866
161,1998.9482161528
162,1995.04291155889
163,1998.02834477454
164,2006.10210508668
165,2001.92735010935
166,1999.21886837822
167,1998.55805701983
168,1995.55306097821
169,1997.81445219435
170,1997.32611440884
171,2009.86305478561
172,2007.55458083382
173,2007.51140271169
174,2009.68816444988
175,2004.05103484669
176,2001.27609403384
177,2004.83933481309
178,1998.16857910948
179,2006.11739430994
180,2003.38494893034
181,2006.70329557601
182,2000.55702991246
183,2002.88350705255
184,2000.19917807678
185,2006.13195337042
186,2009.50990419967
187,2001.32674673207
188,2004.31193376718
189,2002.56208068537
190,1998.29192466296
191,2005.68080616112
192,2004.22245880868
193,2000.16776105422
194,2006.99470775929
195,1995.30891639335
196,2005.33432784085
197,1992.89745030155
198,2001.90387514282
199,2000.56506748535
200,2003.14380075934
201,2004.5590381235
202,2005.82312398213
203,2000.90894856308
204,1994.52844017491
205,1995.9419643523
206,1999.59412158508
207,2001.83248825966
208,2005.31865070277
209,1998.97639468088
210,1998.80327389045
211,2001.14586209476
212,2002.5935369719
213,2000.7888247607
214,1999.31990162344
215,2001.84087287018
216,2006.47629122839
217,1997.45716219062
218,2010.55234910535
219,2003.90204845213
220,2007.42735361624
221,2003.38838765647
222,2004.65654820512
223,2001.80984593648
224,2003.00903691196
225,2006.52461293491
226,1999.73202205169
227,2004.90796416979
228,2001.55928573806
229,1993.09703379418
230,2004.12254549513
231,1995.65376270093
232,2000.45180907543
233,1996.24836857594
234,2003.06621945807
235,2005.9137558073
236,2004.58431409097
237,1993.656345081
238,2007.01038783745
239,1999.29793893436
240,2002.2553522416
241,2000.56977046139
242,2001.83386771704
243,2001.88915326756
244,2005.49145982574
245,2005.28717696299
246,2003.33167865504
247,2005.23294995068
248,1997.90923691984
249,2005.01862540966
250,2003.4855498268
251,2000.501496972
252,2002.82780535979
253,1998.55841032956
254,2001.62836845809
255,2004.40071674408
256,2000.40337852368
257,1993.26071899384
258,1997.41196126195
259,2002.85851249873
260,1997.83427974326
261,2002.55535386099
262,1997.80487936165
263,1998.09983993027
264,1996.38228546732
265,2006.88729535871
266,2000.8853165333
267,2006.14524848821
268,1997.83708460013
269,2004.37284450595
270,2001.60959888072
271,1994.63759857803
272,1999.68926535678
273,2005.43250314754
274,1999.06607353396
275,2003.86488327054
276,2004.306591093
277,2005.13222845719
278,2005.38282893755
279,1997.13798925123
280,1997.11594906677
281,2007.64953087776
282,2000.90429108766
283,2002.08909425711
284,2005.32638329713
285,2001.78784136934
286,2001.99181749677
287,2003.81558448863
288,2000.64406608803
289,2002.77518044304
290,1997.92060832708
291,2003.66012701167
292,2006.86273487689
293,2000.4663737126
294,2007.40055483932
295,2004.88356781091
296,2005.28292352862
297,2004.00789646366
298,2006.32853130482
299,2002.64255362254
300,2000.99862382034
301,1999.62737388743
302,2006.39502961443
303,1997.56643680386
304,2003.50726802063
305,2006.1679653665
306,1998.82229589934
307,1998.66716509629
308,2002.27449861341
309,2000.22607057082
310,2001.78425690022
311,2000.77379167392
312,2004.60404602244
313,2001.00626406002
314,1997.97435339018
315,2000.94250105567
316,2006.0326893272
317,2005.68862417276
318,2006.971158161
319,2007.21570878544
320,1997.15669583252
321,2001.83420411776
322,2000.12469580862
323,2006.1359695638
324,1999.37498761579
325,2001.74816852197
326,2007.28544893613
327,2001.56838037353
328,2000.79504576548
329,1999.6032145981
330,2003.64670819344
331,2006.81751300089
332,2007.80439385137
333,2004.82638152094
334,1996.96087790334
335,1998.40461679384
336,2001.70756089587
337,2000.71938050849
338,2002.94773607491
339,2001.42363335411
340,2005.79695389488
341,1996.88513660316
342,1997.60800690084
343,2003.31765886552
344,2002.18873601984
345,2004.99602122032
346,2001.34697817544
347,2000.53835393309
348,2006.44819616771
349,2004.51495068672
350,1993.24961772626
351,1995.14478971227
352,2005.14135408006
353,2004.6073261092
354,2006.95671515486
355,2002.03108412053
356,1999.83493487914
357,2010.93567173268
358,2000.29484771844
359,2010.28690663506
360,2001.79647233623
361,1994.85636161046
362,1995.46441455184
363,2003.94463088776
364,2005.45407048908
365,1994.37261372266
366,2000.51691193029
367,1999.49805413744
368,1997.77549658246
369,1995.40475480137
370,2004.81714460602
371,2001.82355959137
372,1999.13631541851
373,2007.01732241589
374,2001.07222475419
375,2002.16812181855
376,2000.55949957802
377,2010.26172587843
378,2001.11383712058
379,2004.99589622048
380,1994.55295236043
381,2003.18814254457
382,2004.3453498778
383,2001.0671627601
384,2004.36672486154
385,1995.41250639545
386,1998.24900769143
387,1999.60138819912
388,2001.53159879648
389,2001.7036462571
390,2001.77806569811
391,2002.69574149195
392,2003.87934661747
393,2003.49831831161
394,2002.20954438261
395,2001.74825878276
396,2007.73427997362
397,1999.16700264305
398,2006.15043314405
399,2008.14725112819
400,2004.44762568763
401,1999.59142840614
402,2002.07861011003
403,2002.01763883997
404,2002.9801854267
405,2009.34411445411
406,2000.86927193659
407,2004.16209475753
408,2006.568478601
409,1998.5102877505
410,2001.84608218748
411,2001.30344543925
412,2000.54200443754
413,2001.91835409585
414,2012.8446403945
415,1999.43453107409
416,2007.95916937487
417,2005.43575664109
418,2002.00798849632
419,2003.58498890705
420,2007.3320287787
421,2005.63535771437
422,2000.39422289383
423,2002.15509160096
424,2003.70963263012
425,2005.74353900212
426,2005.92475802716
427,2000.17630749263
428,2005.79819666873
429,2006.21753110102
430,1999.86896378056
431,1999.11257507924
432,1994.82882580784
433,2003.53293534587
434,2000.31548471282
435,2001.63824568742
436,2004.51642221457
437,2005.66992824339
438,1998.43696572537
439,2001.52625358548
440,2001.7865668933
441,1997.8655267476
442,2001.80620131737
443,1996.30619276462
444,1995.30522149541
445,2006.49616864118
446,2005.93225183171
447,2003.96852467065
448,2003.94280814476
449,2003.62326645147
450,2005.04395028395
451,1993.37041278981
452,1999.20625308482
453,2006.00181701489
454,2005.7376939635
455,1998.7316753785
456,2005.90340008781
457,2005.34947179656
458,2002.13441786873
459,2003.55645189247
460,1993.74416905813
461,2002.57662584527
462,2005.92934505283
463,2005.53561744436
464,2009.34992872484
465,1998.70389626685
466,2005.97974318728
467,2003.9371028442
468,2004.65488817215
469,2005.56376897681
470,2000.12375303752
471,2003.24856878849
472,2004.28492384646
473,2001.78101529717
474,2003.31121265796
475,1997.4881181345
476,2002.97234530633
477,1994.73724172662
478,2002.93344041879
479,2000.63863877155
480,2004.03430455774
