Id,Probability
1,0.12546296
2,0.12806518
3,0.12546296
4,0.12559986
5,0.12546296
6,0.13815226
7,0.12546296
8,0.12546296
9,0.13007288
10,0.13472189
11,0.12546296
12,0.12649143
13,0.12693813
14,0.12546296
15,0.12675254
16,0.12565072
17,0.13053815
18,0.1282789
19,0.1258365
20,0.12546296
21,0.12546296
22,0.12569188
23,0.12849551
24,0.12546296
25,0.12546296
26,0.12557848
27,0.12663166
28,0.12565519
29,0.12546296
30,0.12546296
31,0.12546296
32,0.12546296
33,0.12641214
34,0.12557767
35,0.13129587
36,0.12546296
37,0.125543
38,0.12546296
39,0.12546296
40,0.12546296
41,0.12546296
42,0.13020141
43,0.12546296
44,0.1298714
45,0.13191643
46,0.12546296
47,0.129178
48,0.12905468
49,0.12546296
50,0.12689096
51,0.12754607
52,0.12546296
53,0.12546296
54,0.12546296
55,0.13764338
56,0.12546296
57,0.14007941
58,0.12546296
59,0.12682788
60,0.12546296
61,0.12804948
62,0.12546296
63,0.12855165
64,0.13671678
65,0.12546296
66,0.13167623
67,0.12546296
68,0.12546296
69,0.12733465
70,0.12647395
71,0.12546296
72,0.12546296
73,0.12546296
74,0.12554355
75,0.12586531
76,0.12546296
77,0.12546296
78,0.12546296
79,0.1266086
80,0.12546296
81,0.12556046
82,0.12546296
83,0.12556662
84,0.1255264
85,0.12950407
86,0.12546296
87,0.12546296
88,0.12557761
89,0.13298921
90,0.12546296
91,0.12546296
92,0.12546296
93,0.13263546
94,0.12546296
95,0.12546296
96,0.12836951
97,0.12555005
98,0.12716413
99,0.12546296
100,0.12546296
101,0.13232484
102,0.12546296
103,0.13224046
104,0.12557761
105,0.12929401
106,0.12580274
107,0.13712926
108,0.13250884
109,0.1255364
110,0.12546296
111,0.12546296
112,0.12546296
113,0.13394825
114,0.12546296
115,0.12767251
116,0.12546296
117,0.13130802
118,0.12546296
119,0.12960431
120,0.12733294
121,0.12860247
122,0.12546296
123,0.12546296
124,0.12546296
125,0.13311385
126,0.12546296
127,0.1269336
128,0.12557845
129,0.12557761
130,0.12694268
131,0.13487074
132,0.12546296
133,0.12806888
134,0.12546296
135,0.13385265
136,0.12546296
137,0.13313569
138,0.15966082
139,0.12569407
140,0.13090946
141,0.12546296
142,0.12556046
143,0.12955348
144,0.12546296
145,0.12546296
146,0.12556662
147,0.12809655
148,0.12835942
149,0.12546296
150,0.12546296
151,0.13722639
152,0.12767251
153,0.13122346
154,0.13645594
155,0.12546296
156,0.1256797
157,0.12546296
158,0.12546296
159,0.131248
160,0.13010952
161,0.12546296
162,0.12546296
163,0.12546296
164,0.13316393
165,0.12556662
166,0.12546296
167,0.12556662
168,0.12546296
169,0.12546296
170,0.1256797
171,0.12546296
172,0.1273438
173,0.12546296
174,0.12887608
175,0.12557761
176,0.12739526
177,0.12546296
178,0.12700954
179,0.14146152
180,0.13543943
181,0.12890923
182,0.12546296
183,0.12546296
184,0.12546296
185,0.1362803
186,0.12546296
187,0.1300398
188,0.12546296
189,0.12556662
190,0.12546296
191,0.12666179
192,0.12546296
193,0.12619439
194,0.1256797
195,0.12546296
196,0.1265385
197,0.12950799
198,0.12546296
199,0.12704489
200,0.1262459
201,0.12546296
202,0.12546296
203,0.1270183
204,0.12546296
205,0.12546296
206,0.12546296
207,0.13341987
208,0.12635414
209,0.12863255
210,0.12546296
