,0
1,0.31369125289708016
2,0.38382525730829753
3,0.15824820783707108
4,0.2975505027382924
5,0.16337484941938885
6,0.8388441085448346
7,0.24218332482024646
8,0.21730454978107905
9,0.3172552256559031
10,0.48893216951331536
11,0.15832416623559964
12,0.13507412358209184
13,0.18251761057272364
14,0.535615575386573
15,0.23129110866619826
16,0.25817456751822854
17,0.38147128635440714
18,0.31067028720483686
19,0.3230938796192691
20,0.313824860206225
21,0.25456344797112207
22,0.334965221645884
23,0.3758726266694363
24,0.12972746785043626
25,0.17613861050078392
26,0.2579519763312377
27,0.20202316385631341
28,0.19284940007777704
29,0.15759739310371515
30,0.30431107654602435
31,0.25873457877441114
32,0.21549080276606022
33,0.18362580144742247
34,0.129063870483012
35,0.6631232606266176
36,0.2616738027189177
37,0.3998163557723427
38,0.23133328494784142
39,0.2010842495428926
40,0.2795963446501174
41,0.19994626463985596
42,0.26837613260597826
43,0.12740050586266685
44,0.35351460950193564
45,0.41835219029093446
46,0.3110263974386885
47,0.35733551493425564
48,0.31968865524901213
49,0.20384590146328313
50,0.2994696045889736
51,0.27338683086812215
52,0.20217631254837315
53,0.14034838813669384
54,0.17829373869784715
55,0.7374143562989063
56,0.22467231542329344
57,0.6284131832154913
58,0.2612157727480432
59,0.2799545469688858
60,0.19230682952079906
61,0.26004242393613847
62,0.2636151502320856
63,0.2863657706712373
64,0.49814570038914857
65,0.14339481095332343
66,0.6441343191701127
67,0.13392304564909532
68,0.16708349255180674
69,0.30089112393169626
70,0.2863475095081205
71,0.2195090006869115
72,0.18205866298073528
73,0.2581042929121304
74,0.3228324325578747
75,0.14825105739822958
76,0.19540558033430233
77,0.14259157231249311
78,0.22147882675038782
79,0.13241868687479447
80,0.24659586250926468
81,0.30812082585469697
82,0.32315445429408585
83,0.13420680383343078
84,0.14516236162691254
85,0.30349990977003144
86,0.2478499345220696
87,0.36085152223707906
88,0.2592835834876801
89,0.6842865013712642
90,0.14825531027040711
91,0.24467108424302927
92,0.131237728114299
93,0.6030197874685168
94,0.1267447860864163
95,0.21318005978355561
96,0.3153424238042972
97,0.3553131218546601
98,0.28213222886177336
99,0.13411369534551448
100,0.14045943686542411
101,0.2766832826163573
102,0.25611957172447997
103,0.7066271068490437
104,0.3123937275438012
105,0.2838382424429627
106,0.15179514231488273
107,0.6661013635519036
108,0.6567111026561698
109,0.28821204150666074
110,0.2682705282656771
111,0.3031003085596896
112,0.24960508914634405
113,0.40636629024284565
114,0.18110481661881955
115,0.3596868283869828
116,0.2501197874668022
117,0.48626096555297865
118,0.25951618378766095
119,0.2764501659696871
120,0.2284613212654206
121,0.5104683372525062
122,0.18931992286453292
123,0.27023390968811467
124,0.30636878683861357
125,0.5549491950627978
126,0.2025180739023256
127,0.2422907172212706
128,0.31604700404743774
129,0.20656003235600182
130,0.24978180709244943
131,0.6268846631618971
132,0.3096021545132364
133,0.2224005841134354
134,0.19864418683111096
135,0.4651617719346452
136,0.246910096720525
137,0.2985987811281151
138,0.631851552571955
139,0.3998200246552176
140,0.38918310538843875
141,0.29099022879129266
142,0.2953840447822575
143,0.23002059307005157
144,0.13075224716160977
145,0.30564798706202706
146,0.3069494545292816
147,0.24099896516062475
148,0.38912750314379285
149,0.14836951829841422
150,0.17834268540927375
151,0.38575991538569915
152,0.38412148047745837
153,0.6301649488555381
154,0.8333897845940342
155,0.3237982311277468
156,0.3488693975120548
157,0.34599748780692197
158,0.1326314968361591
159,0.30454530843487615
160,0.29515072744778914
161,0.28875315735177487
162,0.13940955461856316
163,0.24929039984373585
164,0.39309865749064576
165,0.2734336473309121
166,0.16627968712103608
167,0.26574206851940724
168,0.29966796710231774
169,0.17745398528031514
170,0.2176372214962084
171,0.29838621630325457
172,0.19700366316376297
173,0.33265401629025815
174,0.2844138515676176
175,0.29990209880979224
176,0.22976425553806426
177,0.29215553226825064
178,0.4991319559563512
179,0.7632622584254518
180,0.3091097731060086
181,0.19987192801108195
182,0.133252743136125
183,0.17078843992593964
184,0.18229136178071528
185,0.7241152541838819
186,0.2959985918762424
187,0.33606535745003496
188,0.17015528242683906
189,0.1975204980518706
190,0.14545006898967824
191,0.25766214208517313
192,0.26355272578420263
193,0.22738187377250557
194,0.14807862351813716
195,0.12600500464673256
196,0.15457367335413563
197,0.390681944343522
198,0.28501290697803133
199,0.35955275102790796
200,0.29882183983808586
201,0.15707038856909297
202,0.1346970568752036
203,0.3042510814050969
204,0.2942303313999359
205,0.1801263016709849
206,0.21274257209655215
207,0.44738921231390477
208,0.132463009061309
209,0.2990954162990065
210,0.24236795721842286
211,0.4609213758050462
212,0.18965061850629436
213,0.31000763575790913
214,0.26580463946926797
215,0.2174435232787424
216,0.2897192174330273
217,0.3224206056044997
218,0.35874538160777175
219,0.7155562740968839
220,0.19784074984715871
221,0.1298149981559658
222,0.19833017996541108
223,0.3251651151059175
224,0.3908078054238957
225,0.3459005663204857
226,0.26959045248893365
227,0.3464757932060584
228,0.26260840056765866
229,0.15828495733759118
230,0.3621814136117759
231,0.21324199954556441
232,0.15938356852203076
233,0.25557376143884314
234,0.2540434432970953
235,0.3233423118232115
236,0.3259415121763857
237,0.42316235156473525
238,0.2465028436424159
239,0.2603520472012013
240,0.3200249178642492
241,0.20236760736502452
242,0.13150988222003027
243,0.3423959937613089
244,0.2110808380301793
245,0.12403525404219919
246,0.14398983605428686
247,0.15536382918726008
248,0.1529712939850719
249,0.3105188243316197
250,0.2736061380012773
251,0.34777783656526107
252,0.18265420771217009
253,0.16975955270390608
254,0.16454019217164426
255,0.25141406555453083
256,0.6623788521935247
257,0.15276063723906344
258,0.33228117774634086
259,0.22855171462798357
260,0.32669145198475247
261,0.5289239265425906
262,0.3417812642154477
263,0.1883217817524962
264,0.1465645540539941
265,0.15520711715530772
266,0.16132880470967303
267,0.23961642921955761
268,0.16882143367234387
269,0.20588343765885891
270,0.24301429407992076
271,0.18034384860312308
272,0.5131559695691288
273,0.18374689196524355
