Id,Probability
1,0.103327944
2,0.141069849
3,0.062185468
4,0.124817041
5,0.060108456
6,0.547075329
7,0.088907242
8,0.071705084
9,0.107451093
10,0.327416842
11,0.065898132
12,0.056157002
13,0.0736817
14,0.194155341
15,0.103939655
16,0.109076746
17,0.12529968
18,0.114228596
19,0.124114921
20,0.10292818
21,0.092759504
22,0.11743708
23,0.164394996
24,0.054121927
25,0.082663054
26,0.098802442
27,0.072394641
28,0.069986472
29,0.066783381
30,0.119138629
31,0.092291547
32,0.070236063
33,0.076509722
34,0.054470114
35,0.276455396
36,0.097196251
37,0.151391035
38,0.091545752
39,0.070606055
40,0.101762801
41,0.068173425
42,0.112298321
43,0.054121927
44,0.125648536
45,0.222755322
46,0.112078024
47,0.158296806
48,0.150474917
49,0.081918937
50,0.111807887
51,0.097292267
52,0.070641816
53,0.055752523
54,0.068737772
55,0.489376524
56,0.07922098
57,0.39320959
58,0.095340242
59,0.107148097
60,0.070414958
61,0.096097166
62,0.094687716
63,0.143694493
64,0.256671284
65,0.055865169
66,0.292314347
67,0.056196874
68,0.069787049
69,0.101199021
70,0.111297973
71,0.077672909
72,0.063603789
73,0.090276873
74,0.105304801
75,0.055953518
76,0.077075482
77,0.055032054
78,0.074919927
79,0.059514778
80,0.085789067
81,0.11118522
82,0.101419595
83,0.05602471
84,0.056451745
85,0.128619465
86,0.088257799
87,0.115250445
88,0.098352898
89,0.338919263
90,0.05292101
91,0.089869033
92,0.055092189
93,0.276189778
94,0.055101459
95,0.080762282
96,0.107796545
97,0.113418459
98,0.124844079
99,0.054770402
100,0.056764597
101,0.130592847
102,0.097575975
103,0.45046619
104,0.105641519
105,0.112124354
106,0.061245607
107,0.397445932
108,0.276630403
109,0.099773604
110,0.093568495
111,0.102799482
112,0.090842178
113,0.240829541
114,0.059530998
115,0.147754365
116,0.090561028
117,0.256675189
118,0.097022806
119,0.099875856
120,0.097420428
121,0.188640832
122,0.064281123
123,0.09887558
124,0.109440354
125,0.262915248
126,0.068587045
127,0.088133156
128,0.13548857
129,0.072774878
130,0.078795781
131,0.461132573
132,0.103842338
133,0.069997414
134,0.072946769
135,0.233457725
136,0.077042809
137,0.122597567
138,0.602813838
139,0.21252207
140,0.180236813
141,0.096928562
142,0.099265507
143,0.106202989
144,0.054431732
145,0.097206462
146,0.100395265
147,0.076935111
148,0.168236227
149,0.06455173
150,0.073312694
151,0.192970294
152,0.14514404
153,0.32787294
154,0.637376995
155,0.111620317
156,0.142876972
157,0.134034413
158,0.055300119
159,0.123058749
160,0.099963355
161,0.097503847
162,0.055226486
163,0.093886825
164,0.223642568
165,0.112099257
166,0.076039883
167,0.087703566
168,0.099898594
169,0.05907116
170,0.077705626
171,0.105008206
172,0.083428534
173,0.112659194
174,0.1787418
175,0.102807597
176,0.079010144
177,0.097011485
178,0.176362054
179,0.440091181
180,0.202553235
181,0.076408036
182,0.055201833
183,0.069736389
184,0.072796769
185,0.428508146
186,0.101021932
187,0.151567967
188,0.069313951
189,0.082755729
190,0.059756133
191,0.090830297
192,0.09976066
193,0.080119628
194,0.057713805
195,0.054178664
196,0.064526293
197,0.179096481
198,0.100340263
199,0.113215546
200,0.101475053
201,0.063339287
202,0.054904354
203,0.103860416
204,0.098992981
205,0.063927133
206,0.078283316
207,0.222702793
208,0.063166968
209,0.10232772
210,0.087704388
211,0.224287688
212,0.071387497
213,0.115398844
214,0.10266516
215,0.073130059
216,0.109212697
217,0.109349808
218,0.149635063
219,0.560216208
220,0.070859816
221,0.054822149
222,0.070398955
223,0.105825748
224,0.123707073
225,0.117798489
226,0.082866584
227,0.166578491
228,0.097808172
229,0.057475664
230,0.115036075
231,0.082364981
232,0.057679176
233,0.093544884
234,0.085649004
235,0.113351068
236,0.110540686
237,0.152096279
238,0.086117639
239,0.097590486
240,0.104598653
241,0.069696382
242,0.05506786
243,0.106177047
244,0.074444898
245,0.053842686
246,0.05755557
247,0.071995264
248,0.064707226
249,0.108179975
250,0.111536048
251,0.088699675
252,0.071725804
253,0.069000986
254,0.065893595
255,0.092798144
256,0.405141197
257,0.064894216
258,0.185293934
259,0.078012163
260,0.114714192
261,0.285848453
262,0.1026895
263,0.06398517
264,0.056995005
265,0.058931555
266,0.058330118
267,0.086436881
268,0.060967301
269,0.082457449
270,0.086495577
271,0.070612937
272,0.200749196
273,0.067851549
274,0.302544853
275,0.316004229
276,0.084025839
277,0.077263947
278,0.099136772
279,0.314913914
280,0.056864377
281,0.738255799
282,0.056586376
283,0.073809112
284,0.126372222
285,0.058610048
286,0.096834237
287,0.165072219
288,0.108259849
289,0.057456102
290,0.081935685
291,0.056167838
292,0.056311988
293,0.070766918
294,0.343942957
295,0.590231358
296,0.053592905
297,0.058197375
298,0.458868465
299,0.083936201
300,0.21748637
301,0.078379524
302,0.158698825
303,0.09026903
304,0.080928917
305,0.063788947
306,0.376561573
307,0.08884538
308,0.177256139
309,0.110193085
310,0.080693912
311,0.078724172
312,0.260105337
313,0.054956501
314,0.318955198
315,0.101354982
316,0.059915871
317,0.069578677
318,0.093496403
319,0.054431732
320,0.055326321
321,0.076612381
322,0.22994927
323,0.054330279
324,0.056538327
325,0.103630917
326,0.056301557
327,0.278199142
328,0.288875434
329,0.054889617
330,0.165339616
331,0.127588046
332,0.500576082
333,0.222666853
334,0.064054002
335,0.672476277
336,0.098369736
337,0.139223625
338,0.639864486
339,0.130961146
340,0.106002861
341,0.108110953
342,0.054431732
343,0.179921301
344,0.164570116
345,0.111186088
346,0.080853796
347,0.055084367
348,0.056546821
349,0.063806573
350,0.32151134
351,0.141562117
352,0.144738721
353,0.054134137
354,0.058909495
355,0.147139284
356,0.187672796
357,0.087536167
358,0.089564648
359,0.100284075
360,0.247070231
361,0.05591359
362,0.069128582
363,0.206855643
364,0.176836796
365,0.437799377
366,0.116478428
367,0.095204745
368,0.104079137
369,0.069333879
370,0.125247194
371,0.188920274
372,0.087651468
373,0.093869477
374,0.136422209
375,0.070699004
376,0.113014252
377,0.216374504
378,0.104349168
