Id,Probability
1,0.025025164
2,0.036046491
3,0.015047801
4,0.032284211
5,0.014863669
6,0.562102676
7,0.023350866
8,0.017485474
9,0.028514686
10,0.321426738
11,0.015910975
12,0.013819733
13,0.017897091
14,0.047816167
15,0.024809185
16,0.029040816
17,0.032185464
18,0.028402939
19,0.028130267
20,0.025834994
21,0.021812999
22,0.028667432
23,0.038379378
24,0.013756962
25,0.019091767
26,0.02540788
27,0.019919897
28,0.016953666
29,0.01524533
30,0.029234627
31,0.023650071
32,0.016683269
33,0.017995206
34,0.013953544
35,0.324776536
36,0.027568473
37,0.036330451
38,0.022686936
39,0.017602269
40,0.027518787
41,0.017461593
42,0.025153675
43,0.013853
44,0.032558971
45,0.207870481
46,0.027428283
47,0.036696137
48,0.033601535
49,0.018073289
50,0.026996733
51,0.023325886
52,0.017193613
53,0.014774653
54,0.016072588
55,0.499303958
56,0.01926554
57,0.391841132
58,0.024291156
59,0.025257631
60,0.017059027
61,0.026311813
62,0.024266165
63,0.036039523
64,0.293225334
65,0.014056722
66,0.284595302
67,0.013937623
68,0.016970058
69,0.026198084
70,0.028684015
71,0.01788956
72,0.015888963
73,0.024428869
74,0.026134448
75,0.014352308
76,0.018359139
77,0.013997255
78,0.018534556
79,0.014238691
80,0.020540581
81,0.028245699
82,0.025860154
83,0.013697869
84,0.014083581
85,0.031737724
86,0.023210522
87,0.028774809
88,0.024451549
89,0.327185709
90,0.017112545
91,0.023118141
92,0.013899318
93,0.263539023
94,0.01387595
95,0.020611555
96,0.029321934
97,0.031518418
98,0.030743239
99,0.013748875
100,0.014543015
101,0.031592906
102,0.025465526
103,0.397211857
104,0.026969187
105,0.030183845
106,0.015579601
107,0.397784678
108,0.289091387
109,0.02551873
110,0.024684016
111,0.025556602
112,0.023876905
113,0.222533025
114,0.016056271
115,0.038512975
116,0.022424086
117,0.224470242
118,0.02242722
119,0.026983869
120,0.024277313
121,0.043145842
122,0.016269184
123,0.025701607
124,0.028786517
125,0.279145745
126,0.016384678
127,0.023731161
128,0.03301447
129,0.017541849
130,0.021166041
131,0.465321358
132,0.024933247
133,0.017507721
134,0.018653096
135,0.229041925
136,0.019247332
137,0.032654674
138,0.586508643
139,0.202790936
140,0.047423964
141,0.023268906
142,0.02567022
143,0.024811934
144,0.013853
145,0.024478249
146,0.025711932
147,0.018506901
148,0.04422792
149,0.014777024
150,0.01691303
151,0.045119813
152,0.03667912
153,0.3429713
154,0.593916677
155,0.026753919
156,0.03462374
157,0.033185863
158,0.013897681
159,0.030398256
160,0.024855015
161,0.023018432
162,0.013986147
163,0.023935056
164,0.048963202
165,0.029604912
166,0.017662674
167,0.020228027
168,0.025381064
169,0.016272273
170,0.01884823
171,0.025389243
172,0.017895436
173,0.029590255
174,0.03813703
175,0.026361454
176,0.021032955
177,0.025202353
178,0.044758587
179,0.425260941
180,0.21601945
181,0.021261131
182,0.013962062
183,0.016211273
184,0.017305888
185,0.440549303
186,0.025713373
187,0.040031546
188,0.015455713
189,0.020450141
190,0.014111254
191,0.021119197
192,0.026904204
193,0.017950904
194,0.014585297
195,0.013693726
196,0.015317381
197,0.04004533
198,0.024312373
199,0.027287624
200,0.022826893
