"Id","y"
1,2002.21618627348
2,2001.19901595813
3,2001.50709789314
4,2001.5539237966
5,2003.25270578502
6,2001.49532876078
7,2002.29720936881
8,2001.9629855052
9,2003.24436002045
10,2002.0259358188
11,2001.17037211731
12,2001.28619133295
13,2001.78338992695
14,2002.22697476765
15,2002.109953081
16,2002.01627669658
17,2001.17271441245
18,2001.37169167814
19,2001.83664875812
20,2001.60120506916
21,2000.96247010585
22,2002.46683666852
23,2002.34077469683
24,2001.23310752891
25,2001.791196499
26,2003.12137299228
27,2002.08008763023
28,2003.31060644247
29,2001.68581056922
30,2001.67372843301
31,2001.25763185879
32,2003.62231212062
33,2002.31923849691
34,2003.2734778424
35,2001.57014015146
36,2003.84362559495
37,2002.04821868504
38,2001.67055350228
39,2001.11418616305
40,2001.38187992157
41,2002.77396069191
42,2001.62965014612
43,2003.07035792071
44,2001.66202268835
45,2002.50553042085
46,2003.60426776246
47,2001.79808664547
48,2002.9212594279
49,2002.60883805457
50,2001.37526042198
51,2003.37097372651
52,2002.39347485397
53,2003.23335903642
54,2002.77246799819
55,2003.23906421304
56,2002.30915463498
57,2002.01566708299
58,2001.7138879701
59,2001.25063994316
60,2002.10789941795
61,2001.63166652392
62,2002.45784913301
63,2001.62487585578
64,2001.0770532252
65,2003.46683320208
66,2001.85882355068
67,2003.18070393626
68,2003.80839348264
69,2002.04740893222
70,2001.3445514453
71,2002.57898814216
72,2001.73433879975
73,2001.98092136956
74,2002.99820539458
75,2001.34332426372
76,2002.37818231071
77,2002.61921173015
78,2001.77696359568
79,2003.13534596579
80,2003.6972971901
81,2002.23162700476
82,2002.96832318575
83,2002.15786959401
84,2002.40106960886
85,2002.77375496978
86,2002.73124605982
87,2002.65174180538
88,2002.09043996757
89,2001.11612458712
90,2004.02144732106
91,2002.18126263027
92,2001.28827471369
93,2002.81027232197
94,2002.76852210631
95,2001.67366608083
96,2001.79041151347
97,2001.47352670961
98,2001.72807580135
99,2002.31801832715
100,2002.80120635448
101,2001.38426276581
102,2002.05366151852
103,2002.53130103797
104,2003.21911976985
105,2001.50956133226
106,2002.92122666978
107,2002.78274593699
108,2002.20870841795
109,2001.75156646188
110,2001.82658541394
111,2002.49948353717
112,2001.33820709122
113,2003.57371274043
114,2003.48967012554
115,2001.63873487545
116,2003.529148111
117,2003.05628481781
118,2002.01832377034
119,2002.56359840211
120,2001.31925072926
121,2002.45499826823
122,2001.16753845162
123,2002.65960921787
124,2004.14235191986
125,2001.41412009482
126,2000.97157952252
127,2001.85688721986
128,2001.4593278059
129,2001.99667005071
130,2001.74117502379
131,2001.42920932743
132,2002.25847665498
133,2001.78371477543
134,2002.34495324773
135,2002.5632749597
136,2002.21883265813
137,2002.29039406069
138,2001.77934660625
139,2001.50697245757
140,2001.24919366549
141,2001.78794314899
142,2001.37186744401
143,2001.49536828124
144,2002.21023918462
145,2002.41986509408
146,2001.42193286409
147,2001.84428995359
148,2002.21081380162
149,2001.35843913444
150,2001.51219204257
151,2002.94343455815
152,2002.41659172158
153,2002.90326819655
154,2002.37500399126
155,2002.91778567727
156,2003.29215515348
157,2001.47049497708
158,2001.61424845681
159,2001.61041207734
160,2003.19233259553
161,2001.78795564472
162,2000.79302167933
163,2001.60919960355
164,2002.648201685
165,2002.37575135225
166,2001.30353426806
167,2001.46540417548
168,2001.22849663209
169,2001.29405775462
170,2001.07926930541
171,2004.365376118
172,2003.79004348674
173,2003.21381153767
174,2003.25636348939
175,2003.61668733974
176,2002.08771588804
177,2002.0442984267
178,2001.2812305669
179,2003.34395230636
180,2002.18004739981
181,2003.43405634231
182,2001.92995976709
183,2002.27682384171
184,2003.29288002752
185,2002.59542171052
186,2003.27417469034
187,2001.60037539502
188,2002.64497146356
189,2002.76048309818
190,2001.79816723716
191,2003.35430659562
192,2003.17989410942
193,2002.35307177265
194,2003.75176197904
195,2000.94385386418
196,2002.72500281212
197,2001.30903387944
198,2002.52806258242
199,2001.33781595189
200,2001.76368409311
201,2002.8528862395
202,2003.21347647262
203,2002.09019205502
204,2001.01562597118
205,2001.1612439393
206,2001.98092674118
207,2001.70865684013
208,2001.76310984585
209,2001.85109677009
210,2001.74386514279
211,2002.04339167977
212,2002.84609769597
213,2001.77959899738
214,2001.54963547161
215,2002.47693772787
216,2003.55878016043
217,2001.58511211652
218,2004.12272984128
219,2002.87826923366
220,2002.07266470786
221,2002.02953871834
222,2002.00922941643
223,2001.58667217779
224,2002.53156288349
225,2003.31624407432
226,2001.1461974487
227,2003.28148854624
228,2001.54797453642
229,2001.0578922838
230,2003.41578205662
231,2001.34743110567
232,2001.49876736993
233,2001.37807719145
234,2001.82017854469
235,2003.41909756575
236,2002.26192449305
237,2001.14824258625
238,2003.62175911773
239,2002.09632619236
240,2002.31387503346
241,2001.35525028874
242,2002.01365234328
243,2001.68879909078
244,2003.88093898617
245,2003.47111464838
246,2002.99222331984
247,2002.86393605651
248,2001.56458642274
249,2002.47965909815
250,2003.62819462311
251,2001.8068699589
252,2002.26376749722
253,2002.65045556289
254,2003.22741987521
255,2002.41282392318
256,2002.05066700627
257,2001.70421223954
258,2002.16752012057
259,2002.80381436936
260,2001.84222210088
261,2003.75945717145
262,2001.01085928575
263,2001.53883060391
264,2001.68889113361
265,2003.75357668431
266,2002.91115257871
267,2002.69117652124
268,2001.6130992648
269,2002.9684335327
270,2001.85609287144
271,2001.39548908213
272,2002.00101686941
273,2004.13814566397
274,2001.53965925913
275,2002.00385951275
276,2002.74106544454
277,2002.5899304754
278,2002.08682835485
279,2001.89462758305
280,2001.75706663298
281,2002.6838577644
282,2001.88500768674
283,2002.42039958471
284,2002.89143748601
285,2001.77640259199
286,2002.57046187157
287,2002.28524908073
288,2002.06782540371
289,2001.70484212281
290,2001.19129459605
291,2001.81208898254
292,2002.94760577396
293,2002.04349810427
294,2002.91957554786
295,2001.35508267589
296,2002.94926956893
297,2002.60859962297
298,2004.10176441373
299,2002.38199605542
300,2001.44921541914
301,2001.82783476593
302,2003.36845763488
303,2001.68252206856
304,2001.92857580047
305,2002.46142741001
306,2001.65302357285
307,2002.43425602695
308,2002.27831448082
309,2002.78218757012
310,2001.89643502701
311,2002.10452736189
312,2002.69944745738
313,2001.65749908076
314,2001.54756243873
315,2001.4369565541
316,2002.92194683679
317,2002.77077159078
318,2002.88903813436
319,2003.67614214416
320,2002.14124770545
321,2002.03875912791
322,2001.62691081532
323,2002.61078674293
324,2002.11305132917
325,2001.44472953478
326,2003.07065374869
327,2002.17097524172
328,2002.50725136312
329,2002.54560526109
330,2001.81978720703
331,2003.55216871208
332,2003.89315005669
333,2003.32806131857
334,2001.61606831891
335,2002.34705961833
336,2001.59866967081
337,2001.86115153752
338,2001.87830511173
339,2002.52682698022
340,2003.44016967298
341,2001.75173309846
342,2001.69664257777
343,2002.91185606584
344,2002.02440331804
345,2003.11700504477
346,2001.77198267755
347,2001.66404824309
348,2003.41366422644
349,2003.39783878326
350,2001.13204094046
351,2001.23380093236
352,2003.5222809792
353,2002.37314635109
354,2003.59125013644
355,2003.12690948862
356,2001.77157937918
357,2003.19561703897
358,2001.59804745336
359,2003.11817003355
360,2001.5013340151
361,2001.20773171919
362,2001.23201521887
363,2001.97387099818
364,2002.96915005399
365,2000.75700666312
366,2002.21514306202
367,2001.59999393153
368,2002.00511511715
369,2001.72009794919
370,2002.81212653338
371,2002.06005181522
372,2001.59469233361
373,2002.70306931629
374,2001.71479714981
375,2002.71047819363
376,2002.09057471815
377,2003.72304911425
378,2002.79178423831
379,2003.29002996717
380,2001.39767626906
381,2002.99668900788
382,2002.23696305827
383,2001.23900913399
384,2003.42771826009
385,2001.09533924222
386,2001.51863569366
387,2002.33889338356
388,2002.21388106255
389,2002.35037087903
390,2002.78803534336
391,2002.59627455153
392,2002.65000535395
393,2002.41913797624
394,2003.0272306216
395,2001.98147572875
396,2002.1560986171
397,2001.83998871114
398,2002.86303239472
399,2003.96235389968
400,2002.50939925877
401,2001.97167370347
402,2001.51610545466
403,2002.20198342231
404,2002.12669781587
405,2003.40401812298
406,2002.15037790387
407,2002.17781705814
408,2002.42837308544
409,2001.81887769802
410,2002.04139622369
411,2001.75602925358
412,2001.65807352971
413,2002.02989416941
414,2004.09872213261
415,2002.46870024072
