Id,y
1,2004.2552
2,1997.7281
3,2003.0297
4,1998.9966
5,2003.5934
6,1998.3785
7,2005.8981
8,2004.1798
9,2004.6473
10,2003.7374
11,2001.4181
12,1997.5631
13,2000.4518
14,2003.7079
15,2001.8662
16,1999.6647
17,1995.0941
18,2001.0181
19,2000.1942
20,2001.0834
21,1990.3492
22,1998.0631
23,2005.1503
24,2000.486
25,2004.9557
26,2004.6383
27,2002.9215
28,2005.3834
29,1998.1888
30,1998.9269
31,1993.0138
32,2004.3668
33,2005.0581
34,2004.6154
35,1998.8323
36,2006.0497
37,2004.7721
38,2005.5148
39,1994.6339
40,2000.1094
41,2005.1823
42,2001.0552
43,2005.1945
44,2004.7513
45,2000.425
46,2004.0398
47,2000.6166
48,2004.0531
49,2003.4226
50,1995.7013
51,2004.98
52,2002.2377
53,2004.8207
54,2002.9855
55,1996.6171
56,2001.2621
57,2003.0905
58,1995.4642
59,1992.1412
60,2003.4042
61,2000.046
62,2004.4282
63,1993.8579
64,1993.2904
65,2003.7266
66,1997.1444
67,2003.2091
68,2005.6144
69,2001.1158
70,1999.0726
71,2000.9696
72,1999.3895
73,2003.6154
74,2004.3352
75,2000.8359
76,2003.544
77,2000.1903
78,1991.2428
79,2001.8605
80,2004.5631
81,2001.2645
82,2001.299
83,2002.7312
84,2001.7445
85,1999.4244
86,2005.0972
87,2003.9053
88,1998.5433
89,1993.3541
90,2005.6644
91,2003.1172
92,1997.0363
93,2004.5988
94,2003.2716
95,1995.567
96,1995.3217
97,2000.4401
98,1994.8632
99,2003.8909
100,2002.0569
101,2001.2633
102,2002.1598
103,2003.9996
104,2002.92
105,1999.7631
106,2000.6986
107,2001.2687
108,1998.6698
109,1999.6613
110,1999.3971
111,2005.8077
112,1999.6058
113,2004.8387
114,2004.2769
115,1997.758
116,2005.3165
117,2002.8252
118,2000.6454
119,2002.994
120,1999.2872
121,2000.5647
122,1999.9431
123,2003.9147
124,2005.1791
125,1994.5933
126,1992.8363
127,2003.7063
128,1996.7985
129,1994.3435
130,1994.786
131,2000.2526
132,2003.7233
133,1997.366
134,2004.0294
135,2002.227
136,2004.8043
137,2002.6202
138,2001.269
139,2001.2635
140,2002.0555
141,1999.2501
142,1997.9996
143,1999.6295
144,2001.7201
145,1993.1735
146,2003.2537
147,1999.2203
148,2004.3601
149,2001.3602
150,1998.9974
151,1997.7843
152,2003.8573
153,2004.3092
154,1999.3684
155,2000.8894
156,2005.1488
157,2001.5968
158,2000.2164
159,1995.5687
160,2003.0189
161,1993.1666
162,1992.6447
163,1998.2931
164,2001.1621
165,1999.6793
166,2001.961
167,2000.0044
168,1994.3329
169,1996.395
170,1997.819
171,2005.5072
172,2005.4592
173,2005.0234
174,2005.6534
175,2002.2197
176,2003.4088
177,1996.6216
178,1993.8352
179,2005.3531
180,2000.1144
181,2005.0403
182,1999.8069
183,2004.5021
184,2003.2196
185,2005.2585
186,2005.889
187,1994.4559
188,1995.7118
189,2002.5901
190,1998.7747
191,2003.589
192,2003.2782
193,1998.9323
194,2003.4446
195,1999.8704
196,2003.8976
197,1994.9348
198,2000.5854
199,1993.3541
200,2005.385
201,1998.3314
202,2004.7402
203,1999.6967
204,1996.6749
205,1997.6053
206,2001.3177
207,1997.6919
208,2002.5669
209,2004.649
210,1999.4674
211,1999.6373
212,2001.5168
213,2000.4475
214,1996.941
215,2004.349
216,2003.8702
217,2001.7065
218,2005.6302
219,2005.5962
220,2003.7606
221,1999.0345
222,2003.659
223,2002.1469
224,2001.4138
225,2005.6799
226,1993.4701
227,2005.4349
228,2002.5516
229,1990.4489
230,2002.65
231,1995.6588
232,1995.72
233,1990.7129
234,2003.4891
235,2004.9716
236,2003.9027
237,1993.668
238,2005.9089
239,2001.5697
240,2005.9968
241,2000.6776
242,2000.2961
243,2004.1831
244,2003.7924
245,2005.8365
246,1997.6996
247,2001.6561
248,2003.0889
249,2004.053
250,2003.9458
251,2003.4943
252,2001.451
253,1996.6705
254,2000.7915
255,2002.3947
256,1993.1484
257,1995.8878
258,1991.4135
259,2000.4633
260,2003.4174
261,2005.125
262,2002.6735
263,2000.3538
264,1996.5507
265,2005.0828
266,2001.4371
267,2005.4137
268,2000.4305
269,1999.0996
270,2004.7115
271,1995.4557
272,2000.081
273,2005.0258
274,2000.1445
275,1999.1903
276,2001.6078
277,2004.5358
278,2005.0402
279,2003.4281
280,1996.8301
281,2004.4319
282,2000.0687
283,1998.9855
284,2000.4281
285,2002.3345
286,1999.8256
287,2002.2382
